Измерение времени:
1	5.11
2	5.09
3	5.09
4	5.06
5	5.03
6	5.26
7	5.20
8	5.27
9	4.98
10	5.01
11	5.09
12	5.09
13	5.16
14	5.06
15	5.48
16	5.17
17	5.09
18	5.13
19	5.11
20	5.04
21	5.06
22	5.06
23	4.98
24	5.18
25	5.03
26	5.24
27	5.14
28	5.18
29	5.11
30	5.01
31	5.01
32	5.16
33	5.09
34	4.96
35	5.08
36	5.13
37	5.14
38	4.96
39	5.18
40	5.06
41	5.08
42	4.96
43	5.03
44	5.30
45	5.11
46	4.99
47	5.11
48	4.98
49	5.06
50	5.04

\sqrt{50} ~= 7
t_min = 4.96
t_max = 5.48
[t_min; t_max] = 52 sec
